text,primary_label,all_labels,num_labels,all_raw_scores,top_label,top_score,final_label
"Me gustaría que el emprendedor tenga objetivos definidos, demuestre interés por la buena comunicación y la capacidad de demostrar buenos valores, incluyendo la humildad para reconocer que estamos aquí para aprender. 

En un mundo ideal, el emprendedor que reciba mi mentoría sería una persona con una visión y una misión claras y con una formación relativamente sólida, sentido común, estabilidad, una personalidad e identidad bien definidas, una persona positiva, optimista y con un alma altruista y bien enfocada en las cosas más importantes de la vida, más allá del éxito financiero, social, político, etc.",Mindset and Motivation,"['Mindset and Motivation', 'Clarity of Business and Self-Understanding', 'Practical Preparation and Readiness']",3.0,"{'Mindset and Motivation': 0.96041868130366, 'Clarity of Business and Self-Understanding': 0.8070566455523173, 'Practical Preparation and Readiness': 0.8195174336433411, 'Technology and Platform Requirements': 0.776442418495814, 'Business Information and Supporting Documents': 0.9669060508410136, 'No Preparation Needed': 0.2003178329517444, 'Time Availability and Commitment': 0.9488390684127808, 'Product Presentation and Portfolio Materials': 0.9732829332351685, 'Contact Details and Communication Channels': 0.9784926374753317, 'Active Listening and Openness to Feedback': 0.9017783204714457, 'Goal Clarity and Direction Setting': 0.9828198552131653, 'Understanding Mentor Background': 0.8196269869804382, 'Social Media and Digital Presence': 0.9645969072977701}",,,
Saya berharap mentee mempunyai sosial media berupa WA atau instagram,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Time Availability and Commitment', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.49740662177403766, 'Clarity of Business and Self-Understanding': 0.4089769721031189, 'Practical Preparation and Readiness': 0.5033320883909861, 'Technology and Platform Requirements': 0.36117640137672424, 'Business Information and Supporting Documents': 0.42729733387629193, 'No Preparation Needed': 0.3681611112939815, 'Time Availability and Commitment': 0.646618127822876, 'Product Presentation and Portfolio Materials': 0.4811212072769801, 'Contact Details and Communication Channels': 0.6811256309350332, 'Active Listening and Openness to Feedback': 0.7594800988833109, 'Goal Clarity and Direction Setting': 0.7272305190563202, 'Understanding Mentor Background': 0.2340979278087616, 'Social Media and Digital Presence': 0.6192537645498911}",,,
"Entrepreneur should be ready to give in their all when I begin mentoring, Become intentional about it",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Mindset and Motivation', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.6638277173042297, 'Clarity of Business and Self-Understanding': 0.33206165209412575, 'Practical Preparation and Readiness': 0.8835002581278483, 'Technology and Platform Requirements': 0.19767448996814588, 'Business Information and Supporting Documents': 0.3882894217967987, 'No Preparation Needed': 0.0008395707312350472, 'Time Availability and Commitment': 0.3195380133887132, 'Product Presentation and Portfolio Materials': 0.45723091065883636, 'Contact Details and Communication Channels': 0.566544234752655, 'Active Listening and Openness to Feedback': 0.742472767829895, 'Goal Clarity and Direction Setting': 0.6339464460810026, 'Understanding Mentor Background': 0.0038240118495499096, 'Social Media and Digital Presence': 0.6018750568230947}",,,
Tener una idea de proyectos enfocada a mitigar los impactos ambientales,Goal Clarity and Direction Setting,['Goal Clarity and Direction Setting'],1.0,"{'Mindset and Motivation': 0.22926227251688638, 'Clarity of Business and Self-Understanding': 0.015476557426154613, 'Practical Preparation and Readiness': 0.12860944494605064, 'Technology and Platform Requirements': 0.016939419321715832, 'Business Information and Supporting Documents': 0.08916134759783745, 'No Preparation Needed': 0.0021791383915115148, 'Time Availability and Commitment': 0.0875612919529279, 'Product Presentation and Portfolio Materials': 0.46550212303797406, 'Contact Details and Communication Channels': 0.4861864447593689, 'Active Listening and Openness to Feedback': 0.34460752705732983, 'Goal Clarity and Direction Setting': 0.6728225648403168, 'Understanding Mentor Background': 0.07610773822913568, 'Social Media and Digital Presence': 0.03899073383460442}",,,
"Tener muy claro los objetivos delo que le gustaria trabajar conmigo. COnocer muy bien sus presupuestos, alcance y perfil de clientes.",Goal Clarity and Direction Setting,"['Goal Clarity and Direction Setting', 'Business Information and Supporting Documents', 'Social Media and Digital Presence']",3.0,"{'Mindset and Motivation': 0.36417121191819507, 'Clarity of Business and Self-Understanding': 0.44709424674510956, 'Practical Preparation and Readiness': 0.35436417162418365, 'Technology and Platform Requirements': 0.5017443373799324, 'Business Information and Supporting Documents': 0.6692927479743958, 'No Preparation Needed': 0.001134260722513621, 'Time Availability and Commitment': 0.5149425168832144, 'Product Presentation and Portfolio Materials': 0.5591321190198263, 'Contact Details and Communication Channels': 0.5132776300112406, 'Active Listening and Openness to Feedback': 0.5521651158730189, 'Goal Clarity and Direction Setting': 0.9936905304590861, 'Understanding Mentor Background': 0.09674425423145294, 'Social Media and Digital Presence': 0.6102354774872462}",,,
mempersiapkan atau mempelajari beberapa basic skill mengenai hal ini,Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Time Availability and Commitment', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.14036914085348448, 'Clarity of Business and Self-Understanding': 0.24361573532223701, 'Practical Preparation and Readiness': 0.8495252132415771, 'Technology and Platform Requirements': 0.4744561364253362, 'Business Information and Supporting Documents': 0.23474208575983843, 'No Preparation Needed': 0.00017403015469123298, 'Time Availability and Commitment': 0.7601473132769266, 'Product Presentation and Portfolio Materials': 0.5594835256536802, 'Contact Details and Communication Channels': 0.6906343499819437, 'Active Listening and Openness to Feedback': 0.7174346446990967, 'Goal Clarity and Direction Setting': 0.7418541014194489, 'Understanding Mentor Background': 0.12290797320504983, 'Social Media and Digital Presence': 0.6837493479251862}",,,
All I need you to do is try ... its important to keep things simple.,No Preparation Needed,['No Preparation Needed'],1.0,"{'Mindset and Motivation': 0.2636703047901392, 'Clarity of Business and Self-Understanding': 0.010520017938688397, 'Practical Preparation and Readiness': 0.2856192116159946, 'Technology and Platform Requirements': 0.0054986360288846, 'Business Information and Supporting Documents': 0.008688862474324802, 'No Preparation Needed': 0.798875629901886, 'Time Availability and Commitment': 0.033729867388804756, 'Product Presentation and Portfolio Materials': 0.03828847190986077, 'Contact Details and Communication Channels': 0.03780732878173391, 'Active Listening and Openness to Feedback': 0.01760159122447173, 'Goal Clarity and Direction Setting': 0.017469709273427725, 'Understanding Mentor Background': 0.2386231596271197, 'Social Media and Digital Presence': 0.11027610953897238}",,,
عليك اولا ترتيب احتياجاتك وتنظيم افكارك لنبدأ الحوار  سويا بشكل ناجح وفعال,Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Goal Clarity and Direction Setting']",2.0,"{'Mindset and Motivation': 0.47686093114316463, 'Clarity of Business and Self-Understanding': 0.42123157282670337, 'Practical Preparation and Readiness': 0.8479937513669332, 'Technology and Platform Requirements': 0.4826507717370987, 'Business Information and Supporting Documents': 0.5272329250971476, 'No Preparation Needed': 6.665790715487674e-05, 'Time Availability and Commitment': 0.45330812813093263, 'Product Presentation and Portfolio Materials': 0.42220543324947357, 'Contact Details and Communication Channels': 0.48010458548863727, 'Active Listening and Openness to Feedback': 0.11127418248603742, 'Goal Clarity and Direction Setting': 0.80003489057223, 'Understanding Mentor Background': 0.015014513240506252, 'Social Media and Digital Presence': 0.5500799169143041}",,,
"Gadged, Buku catatan",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.7211607495943705, 'Clarity of Business and Self-Understanding': 0.2504022071758906, 'Practical Preparation and Readiness': 0.7941906849543253, 'Technology and Platform Requirements': 0.42105555534362793, 'Business Information and Supporting Documents': 0.6831646064917246, 'No Preparation Needed': 0.2432312627012531, 'Time Availability and Commitment': 0.5845655898253123, 'Product Presentation and Portfolio Materials': 0.6697496970494589, 'Contact Details and Communication Channels': 0.6691645979881287, 'Active Listening and Openness to Feedback': 0.7605841159820557, 'Goal Clarity and Direction Setting': 0.8372701406478882, 'Understanding Mentor Background': 0.5700640380382538, 'Social Media and Digital Presence': 0.5128607054551443}",,,
catatan mengenai permasalahan dalam berwirausaha,UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.03542929453154405, 'Clarity of Business and Self-Understanding': 0.011003580875694752, 'Practical Preparation and Readiness': 0.0379241822908322, 'Technology and Platform Requirements': 0.08080273307859898, 'Business Information and Supporting Documents': 0.35353275140126544, 'No Preparation Needed': 0.0031088972076152763, 'Time Availability and Commitment': 0.5469092379013697, 'Product Presentation and Portfolio Materials': 0.34924430400133133, 'Contact Details and Communication Channels': 0.35711826384067535, 'Active Listening and Openness to Feedback': 0.5950036744276682, 'Goal Clarity and Direction Setting': 0.47673507531483966, 'Understanding Mentor Background': 0.029218703042715788, 'Social Media and Digital Presence': 0.3493507926662763}",,,
komunikasi permasalahan untuk bisa kita atasi.dimana yang harus kita bangun,Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.09400055992106597, 'Clarity of Business and Self-Understanding': 0.04246625956147909, 'Practical Preparation and Readiness': 0.17647667586182555, 'Technology and Platform Requirements': 0.22636489818493524, 'Business Information and Supporting Documents': 0.21679447342952093, 'No Preparation Needed': 0.001138800250676771, 'Time Availability and Commitment': 0.39890608936548233, 'Product Presentation and Portfolio Materials': 0.35039852435390156, 'Contact Details and Communication Channels': 0.5606176902850469, 'Active Listening and Openness to Feedback': 0.7107662359873453, 'Goal Clarity and Direction Setting': 0.3543535843491554, 'Understanding Mentor Background': 0.11077497278650601, 'Social Media and Digital Presence': 0.3795185101528962}",,,
"An entrepreneur, should share the current challenges they are facing in running the supplychain operations of the business.",UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.02001912241394166, 'Clarity of Business and Self-Understanding': 0.37189696729183197, 'Practical Preparation and Readiness': 0.13536897829423347, 'Technology and Platform Requirements': 0.02036984086347123, 'Business Information and Supporting Documents': 0.21869734829912582, 'No Preparation Needed': 0.0032370214660962424, 'Time Availability and Commitment': 0.12152211119731267, 'Product Presentation and Portfolio Materials': 0.1177590973675251, 'Contact Details and Communication Channels': 0.1441964159409205, 'Active Listening and Openness to Feedback': 0.513397733370463, 'Goal Clarity and Direction Setting': 0.05072257916132609, 'Understanding Mentor Background': 0.0008656211187674975, 'Social Media and Digital Presence': 0.16092101174096266}",,,
Prepare a list of questions you want to discuss before our meeting so we can best utilize the time.,Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Time Availability and Commitment']",2.0,"{'Mindset and Motivation': 0.2940481349360198, 'Clarity of Business and Self-Understanding': 0.3659978707631429, 'Practical Preparation and Readiness': 0.951410194238027, 'Technology and Platform Requirements': 0.4034622274339199, 'Business Information and Supporting Documents': 0.533230056365331, 'No Preparation Needed': 7.292377995327115e-05, 'Time Availability and Commitment': 0.6132895449797312, 'Product Presentation and Portfolio Materials': 0.3747234869127472, 'Contact Details and Communication Channels': 0.3174144923686981, 'Active Listening and Openness to Feedback': 0.5041012366612753, 'Goal Clarity and Direction Setting': 0.5037366648515066, 'Understanding Mentor Background': 0.05723920681824287, 'Social Media and Digital Presence': 0.3191743642091751}",,,
Estar convencido dónde quiere llegar y saber que el límite no es un obstáculo,Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting']",2.0,"{'Mindset and Motivation': 0.9560766021410624, 'Clarity of Business and Self-Understanding': 0.48324252913395566, 'Practical Preparation and Readiness': 0.31311458100875217, 'Technology and Platform Requirements': 0.22074307121026018, 'Business Information and Supporting Documents': 0.2587070595473051, 'No Preparation Needed': 0.5037848576903343, 'Time Availability and Commitment': 0.09299738301585118, 'Product Presentation and Portfolio Materials': 0.4953780174255371, 'Contact Details and Communication Channels': 0.41359243417779606, 'Active Listening and Openness to Feedback': 0.5684173305829366, 'Goal Clarity and Direction Setting': 0.8939168850580851, 'Understanding Mentor Background': 0.12168089424570401, 'Social Media and Digital Presence': 0.3694964212675889}",,,
"To prepare to work with me, ask yourself, “What am I doing, what do I want to do, and what are my roadblocks?” A great way to start is for you to tell me these things and I will let you know if I can help. If I cannot, I will let tell you that, also.",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.5026572967569033, 'Clarity of Business and Self-Understanding': 0.37932782620191574, 'Practical Preparation and Readiness': 0.8335065245628357, 'Technology and Platform Requirements': 0.459826473146677, 'Business Information and Supporting Documents': 0.4984787280360858, 'No Preparation Needed': 0.00016246700882523632, 'Time Availability and Commitment': 0.3918237288792928, 'Product Presentation and Portfolio Materials': 0.48333151390155155, 'Contact Details and Communication Channels': 0.4269060343503952, 'Active Listening and Openness to Feedback': 0.8225979010264078, 'Goal Clarity and Direction Setting': 0.7900658051172892, 'Understanding Mentor Background': 0.03644649125635624, 'Social Media and Digital Presence': 0.5737044662237167}",,,
barang yang dijual.,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting', 'Practical Preparation and Readiness']",3.0,"{'Mindset and Motivation': 0.4101095385849476, 'Clarity of Business and Self-Understanding': 0.5039547781149546, 'Practical Preparation and Readiness': 0.6824439167976379, 'Technology and Platform Requirements': 0.4473798871040344, 'Business Information and Supporting Documents': 0.4868323703606923, 'No Preparation Needed': 0.6466820935408274, 'Time Availability and Commitment': 0.5420795381069183, 'Product Presentation and Portfolio Materials': 0.6054547727108002, 'Contact Details and Communication Channels': 0.6616809268792471, 'Active Listening and Openness to Feedback': 0.7612693210442861, 'Goal Clarity and Direction Setting': 0.8326071898142496, 'Understanding Mentor Background': 0.29964046614865464, 'Social Media and Digital Presence': 0.6522028048833212}",,,
The entrepreneur should be open-minded to every possibility in every meeting,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Mindset and Motivation', 'Clarity of Business and Self-Understanding']",3.0,"{'Mindset and Motivation': 0.668835644920667, 'Clarity of Business and Self-Understanding': 0.6493769188721975, 'Practical Preparation and Readiness': 0.32592767228682834, 'Technology and Platform Requirements': 0.2523952064414819, 'Business Information and Supporting Documents': 0.35416119328389567, 'No Preparation Needed': 0.014637254256134232, 'Time Availability and Commitment': 0.023933558414379757, 'Product Presentation and Portfolio Materials': 0.5814037720362345, 'Contact Details and Communication Channels': 0.5971961319446564, 'Active Listening and Openness to Feedback': 0.9495709935824076, 'Goal Clarity and Direction Setting': 0.10989409685134888, 'Understanding Mentor Background': 0.004377598893673469, 'Social Media and Digital Presence': 0.38915653340518475}",,,
Mente abierta y actitud de aprendizaje,Mindset and Motivation,"['Mindset and Motivation', 'Active Listening and Openness to Feedback']",2.0,"{'Mindset and Motivation': 0.8728039860725403, 'Clarity of Business and Self-Understanding': 0.18593967333436012, 'Practical Preparation and Readiness': 0.03525809943675995, 'Technology and Platform Requirements': 0.35063335043378174, 'Business Information and Supporting Documents': 0.26312028368314105, 'No Preparation Needed': 0.03135572653263807, 'Time Availability and Commitment': 0.321926102352639, 'Product Presentation and Portfolio Materials': 0.4809757073720296, 'Contact Details and Communication Channels': 0.562864730755488, 'Active Listening and Openness to Feedback': 0.9248494903246561, 'Goal Clarity and Direction Setting': 0.26263230325033265, 'Understanding Mentor Background': 0.42692842582861584, 'Social Media and Digital Presence': 0.4584911894053221}",,,
Making up his or her mind to cooperate with the mentor,Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting', 'Time Availability and Commitment']",3.0,"{'Mindset and Motivation': 0.7776092489560446, 'Clarity of Business and Self-Understanding': 0.018033483376105625, 'Practical Preparation and Readiness': 0.5588244994481405, 'Technology and Platform Requirements': 0.2747812733675043, 'Business Information and Supporting Documents': 0.26557372013727826, 'No Preparation Needed': 0.0012456228238685678, 'Time Availability and Commitment': 0.6458898782730103, 'Product Presentation and Portfolio Materials': 0.3899638553460439, 'Contact Details and Communication Channels': 0.5827394425868988, 'Active Listening and Openness to Feedback': 0.5011861572662989, 'Goal Clarity and Direction Setting': 0.8816258509953817, 'Understanding Mentor Background': 0.2691059609254201, 'Social Media and Digital Presence': 0.5606626272201538}",,,
ان سكون على علم بالمفاهيم الخاصة بالتسويق الرقمى ومعرفة اوقات ذروة السوق وان يتابع الابحاث التسويقية المصجرة عن شركات الابحاث وزعن وضع المنافس فى السوق  واهمية وفائدة التجارة الالكترونية  ودور التسويق الرقمى  فى ريادة الاعمال,Technology and Platform Requirements,"['Technology and Platform Requirements', 'Social Media and Digital Presence']",2.0,"{'Mindset and Motivation': 0.006356324379642804, 'Clarity of Business and Self-Understanding': 0.29566954479863244, 'Practical Preparation and Readiness': 0.29010104077557725, 'Technology and Platform Requirements': 0.7702441414197286, 'Business Information and Supporting Documents': 0.39711139847834903, 'No Preparation Needed': 0.00037053608684800565, 'Time Availability and Commitment': 0.3723686585823695, 'Product Presentation and Portfolio Materials': 0.49710723757743835, 'Contact Details and Communication Channels': 0.36208654443422955, 'Active Listening and Openness to Feedback': 0.329618101939559, 'Goal Clarity and Direction Setting': 0.3436206852396329, 'Understanding Mentor Background': 0.0072955093686080845, 'Social Media and Digital Presence': 0.7620415091514587}",,,
Materi-materi yang mau dikonsultasikan.,Goal Clarity and Direction Setting,"['Goal Clarity and Direction Setting', 'Business Information and Supporting Documents', 'Product Presentation and Portfolio Materials']",3.0,"{'Mindset and Motivation': 0.4539632275700569, 'Clarity of Business and Self-Understanding': 0.5049928426742554, 'Practical Preparation and Readiness': 0.45398783187071484, 'Technology and Platform Requirements': 0.5984046086668968, 'Business Information and Supporting Documents': 0.7306579947471619, 'No Preparation Needed': 0.0002815767002175562, 'Time Availability and Commitment': 0.5958531399567922, 'Product Presentation and Portfolio Materials': 0.6765036483605703, 'Contact Details and Communication Channels': 0.5869338313738505, 'Active Listening and Openness to Feedback': 0.6665557225545248, 'Goal Clarity and Direction Setting': 0.7529431184132894, 'Understanding Mentor Background': 0.051754397029678025, 'Social Media and Digital Presence': 0.688585082689921}",,,
Have a list of all challenges and areas that they need help with.,Practical Preparation and Readiness,['Practical Preparation and Readiness'],1.0,"{'Mindset and Motivation': 0.13816249805192152, 'Clarity of Business and Self-Understanding': 0.009123656433075666, 'Practical Preparation and Readiness': 0.7656691869099935, 'Technology and Platform Requirements': 0.257250526919961, 'Business Information and Supporting Documents': 0.21981474260489145, 'No Preparation Needed': 0.0001856198456759254, 'Time Availability and Commitment': 0.09276576867947976, 'Product Presentation and Portfolio Materials': 0.3447638427217801, 'Contact Details and Communication Channels': 0.12594300135970116, 'Active Listening and Openness to Feedback': 0.15220528716842333, 'Goal Clarity and Direction Setting': 0.24614519625902176, 'Understanding Mentor Background': 0.02178649976849556, 'Social Media and Digital Presence': 0.3781570295492808}",,,
"Have a thorough understanding of your business, and be open to new ideas. That's it. :)",Clarity of Business and Self-Understanding,"['Clarity of Business and Self-Understanding', 'Active Listening and Openness to Feedback']",2.0,"{'Mindset and Motivation': 0.003284928078452746, 'Clarity of Business and Self-Understanding': 0.7281975050767263, 'Practical Preparation and Readiness': 0.004196696371460955, 'Technology and Platform Requirements': 0.0036316267990817628, 'Business Information and Supporting Documents': 0.03212501582068702, 'No Preparation Needed': 0.031000196778525908, 'Time Availability and Commitment': 0.007019458649059136, 'Product Presentation and Portfolio Materials': 0.009961531536343196, 'Contact Details and Communication Channels': 0.007307747301335136, 'Active Listening and Openness to Feedback': 0.602198627156516, 'Goal Clarity and Direction Setting': 0.005796639248728752, 'Understanding Mentor Background': 0.0006483140459749848, 'Social Media and Digital Presence': 0.013406961923465133}",,,
"Entender que el fracaso no es una opción. Conmigo se gana, o se gana. Persistiremos hasta alcanzar el éxito!",Mindset and Motivation,"['Mindset and Motivation', 'No Preparation Needed', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.885454515616099, 'Clarity of Business and Self-Understanding': 0.5358327527840933, 'Practical Preparation and Readiness': 0.698745846748352, 'Technology and Platform Requirements': 0.4897040476401647, 'Business Information and Supporting Documents': 0.5443308850129446, 'No Preparation Needed': 0.8494255940119425, 'Time Availability and Commitment': 0.5768740475177765, 'Product Presentation and Portfolio Materials': 0.5441094934940338, 'Contact Details and Communication Channels': 0.7498587369918823, 'Active Listening and Openness to Feedback': 0.8171011408170065, 'Goal Clarity and Direction Setting': 0.9366962114969889, 'Understanding Mentor Background': 0.6378444482882818, 'Social Media and Digital Presence': 0.708906501531601}",,,
Have a faith the he will get the best from the best.,Mindset and Motivation,"['Mindset and Motivation', 'Contact Details and Communication Channels']",2.0,"{'Mindset and Motivation': 0.6930105090141296, 'Clarity of Business and Self-Understanding': 0.08250094453493755, 'Practical Preparation and Readiness': 0.18519883106152216, 'Technology and Platform Requirements': 0.32746230935057, 'Business Information and Supporting Documents': 0.3477949301401774, 'No Preparation Needed': 0.03699820054074129, 'Time Availability and Commitment': 0.45257557307680446, 'Product Presentation and Portfolio Materials': 0.571877678235372, 'Contact Details and Communication Channels': 0.6818075776100159, 'Active Listening and Openness to Feedback': 0.420556977391243, 'Goal Clarity and Direction Setting': 0.5814852118492126, 'Understanding Mentor Background': 0.4811161160469055, 'Social Media and Digital Presence': 0.5393519451220831}",,,
"En primer lugar saber el objetivo, saber que el asesoramiento legal implica observar todos los puntos que pueden llegar a ser conflictivos, y que es mi obligacion mencionarle aunque no le guste las posibilidades legales del emprendimiento",Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",2.0,"{'Mindset and Motivation': 0.005391497164964676, 'Clarity of Business and Self-Understanding': 0.04898279633683463, 'Practical Preparation and Readiness': 0.03142198400261501, 'Technology and Platform Requirements': 0.023413484489234786, 'Business Information and Supporting Documents': 0.43362346788247425, 'No Preparation Needed': 9.279599665508916e-05, 'Time Availability and Commitment': 0.32771656413873035, 'Product Presentation and Portfolio Materials': 0.236858818680048, 'Contact Details and Communication Channels': 0.15877211963136992, 'Active Listening and Openness to Feedback': 0.8005447586377462, 'Goal Clarity and Direction Setting': 0.6710391019781431, 'Understanding Mentor Background': 0.024052873253822327, 'Social Media and Digital Presence': 0.32331516966223717}",,,
Konsultasi terkait permasalahan mereka setelah itu saya riset permasalahan utamanya apa kemudian di berikan solusi untuk mengatasi permasalahan tersebut.,Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.03865306203564008, 'Clarity of Business and Self-Understanding': 0.02249492673824231, 'Practical Preparation and Readiness': 0.114752063062042, 'Technology and Platform Requirements': 0.10170131952812274, 'Business Information and Supporting Documents': 0.06649173485736053, 'No Preparation Needed': 0.0005107488541398197, 'Time Availability and Commitment': 0.30684154232343036, 'Product Presentation and Portfolio Materials': 0.17290903301909566, 'Contact Details and Communication Channels': 0.18369647363821665, 'Active Listening and Openness to Feedback': 0.783308188120524, 'Goal Clarity and Direction Setting': 0.08668340556323528, 'Understanding Mentor Background': 0.04212829144671559, 'Social Media and Digital Presence': 0.2617366090416908}",,,
Laptop dan internet yang termumpuni demi lancarnya pelatihan,Technology and Platform Requirements,['Technology and Platform Requirements'],1.0,"{'Mindset and Motivation': 0.21167960142095885, 'Clarity of Business and Self-Understanding': 0.0685627677788337, 'Practical Preparation and Readiness': 0.28724821160236996, 'Technology and Platform Requirements': 0.9820107022921244, 'Business Information and Supporting Documents': 0.024091240173826616, 'No Preparation Needed': 0.0018008698340660583, 'Time Availability and Commitment': 0.03950142472361525, 'Product Presentation and Portfolio Materials': 0.4016374299923579, 'Contact Details and Communication Channels': 0.31786880890528363, 'Active Listening and Openness to Feedback': 0.35831110924482346, 'Goal Clarity and Direction Setting': 0.495965043703715, 'Understanding Mentor Background': 0.13087997337182364, 'Social Media and Digital Presence': 0.09577907947823405}",,,
I just need their clear objective regarding their area of improvement,Goal Clarity and Direction Setting,['Goal Clarity and Direction Setting'],1.0,"{'Mindset and Motivation': 0.30770768970251083, 'Clarity of Business and Self-Understanding': 0.07479294637839, 'Practical Preparation and Readiness': 0.009882311569526792, 'Technology and Platform Requirements': 0.035701975847284, 'Business Information and Supporting Documents': 0.08594842161983252, 'No Preparation Needed': 0.004448042484000325, 'Time Availability and Commitment': 0.04652443155646324, 'Product Presentation and Portfolio Materials': 0.26993063697591424, 'Contact Details and Communication Channels': 0.037302844847242035, 'Active Listening and Openness to Feedback': 0.03280798718333244, 'Goal Clarity and Direction Setting': 0.8743259906768799, 'Understanding Mentor Background': 0.0600700577100118, 'Social Media and Digital Presence': 0.3091762599845727}",,,
"The first thing is to get a mentor. The entrepreneur should prepare his/her agenda and make a follow up and also should respect his/her time. The entrepreneur should develop a good relationship with his/her mentor, find a mentor for a specific challenge.
Second and foremost,  find a mentor you trust; somebody to whom you feel comfortable admitting when something is not going quite according to plan.",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Business Information and Supporting Documents', 'Time Availability and Commitment']",3.0,"{'Mindset and Motivation': 0.5606076816717783, 'Clarity of Business and Self-Understanding': 0.4445629343390465, 'Practical Preparation and Readiness': 0.8434016704559326, 'Technology and Platform Requirements': 0.5830573911468188, 'Business Information and Supporting Documents': 0.9055435657501221, 'No Preparation Needed': 0.00020728920450589308, 'Time Availability and Commitment': 0.9295906027158102, 'Product Presentation and Portfolio Materials': 0.8250769376754761, 'Contact Details and Communication Channels': 0.8455655376116434, 'Active Listening and Openness to Feedback': 0.698272168636322, 'Goal Clarity and Direction Setting': 0.40639500319957733, 'Understanding Mentor Background': 0.03399717683593432, 'Social Media and Digital Presence': 0.8368921081225077}",,,
Be open to immense potential the market offers,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Product Presentation and Portfolio Materials', 'Social Media and Digital Presence']",3.0,"{'Mindset and Motivation': 0.5224097569783529, 'Clarity of Business and Self-Understanding': 0.19811025261878967, 'Practical Preparation and Readiness': 0.10202930867671967, 'Technology and Platform Requirements': 0.4063700685898463, 'Business Information and Supporting Documents': 0.42429886509974796, 'No Preparation Needed': 0.05745178026457628, 'Time Availability and Commitment': 0.10894006583839655, 'Product Presentation and Portfolio Materials': 0.6691489617029825, 'Contact Details and Communication Channels': 0.5476902623971304, 'Active Listening and Openness to Feedback': 0.8162086407343546, 'Goal Clarity and Direction Setting': 0.10810776799917221, 'Understanding Mentor Background': 0.08195000347526123, 'Social Media and Digital Presence': 0.6407292683919271}",,,
"Niat yg kuat,semangat untuk lebih baik lagi.ketelatenan dalam berwirausaha",Mindset and Motivation,['Mindset and Motivation'],1.0,"{'Mindset and Motivation': 0.9360034863154093, 'Clarity of Business and Self-Understanding': 0.36601794386903447, 'Practical Preparation and Readiness': 0.11501062102615833, 'Technology and Platform Requirements': 0.023825968615710735, 'Business Information and Supporting Documents': 0.14836708984027305, 'No Preparation Needed': 0.0015788373323933531, 'Time Availability and Commitment': 0.02292630138496558, 'Product Presentation and Portfolio Materials': 0.3146054645379384, 'Contact Details and Communication Channels': 0.4643886089324951, 'Active Listening and Openness to Feedback': 0.15007544370989004, 'Goal Clarity and Direction Setting': 0.524459977944692, 'Understanding Mentor Background': 0.021414550254121423, 'Social Media and Digital Presence': 0.29737604844073456}",,,
